Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.7333E-12,0.000000001,0.00000001,0.999240287,0,0
4.67871E-12,0.000000003,0.000000017,0.998806165,0,0
1.40293E-11,0.000000011,0.00000005,0.99782939,0,0
1.98969E-11,0.000000026,0.000000071,0.996852616,0,0
8.79847E-11,0.0000001,0.000000314,0.995333189,0,0
1.83873E-10,0.000000263,0.000000656,0.993922292,0,0
4.71509E-10,0.000001038,0.000001682,0.99131756,0,0
9.25379E-10,0.000002548,0.000003301,0.988929889,0,0
2.71046E-9,0.000010006,0.000009668,0.984154547,0,0
5.19726E-9,0.000025052,0.000018539,0.979921858,0,0
8.2562E-9,0.000050382,0.00002945,0.975797699,0,0
1.4711E-8,0.000101409,0.000052473,0.970913827,0,0
2.59897E-8,0.000251565,0.000092699,0.96277404,0,0
4.24303E-8,0.000501828,0.00015133,0.954742783,0,0
6.52802E-8,0.001003974,0.000232806,0.944649446,0,0
1.30172E-7,0.002508754,0.00046412,0.927610158,0,0
2.29857E-7,0.005021826,0.000819249,0.911873236,0,0
3.83435E-7,0.010007601,0.001365877,0.894291296,0,0
8.00835E-7,0.025006487,0.002848511,0.865747775,0,0
1.44561E-6,0.050003984,0.005130172,0.841219883,0,0
2.39354E-6,0.100144759,0.00846568,0.812784893,0,0
3.94582E-6,0.200012774,0.01387972,0.778055133,0,0
5.14879E-6,0.300144248,0.018034953,0.753961363,0,0
6.20094E-6,0.400426097,0.021640598,0.734751465,0,0
7.21577E-6,0.500532894,0.025093401,0.718580421,0,0
8.24658E-6,0.600315498,0.028575688,0.704579987,0,0
9.30564E-6,0.70041887,0.032127591,0.69220751,0,0
9.86741E-6,0.750312187,0.034001117,0.686563924,0,0
1.02509E-5,0.800592686,0.035276073,0.6811374,0,0
1.10576E-5,0.900659332,0.037946775,0.670935533,0,0
1.17946E-5,1.000322096,0.040373593,0.66149338,0,0
1.25856E-5,1.100418878,0.042965018,0.652593879,0,0
1.3535E-5,1.200906367,0.046056861,0.644237031,0,0
1.43424E-5,1.301311455,0.048670509,0.636422835,0,0
1.5035E-5,1.400000465,0.050901398,0.629151292,0,0
1.58483E-5,1.500433369,0.053507413,0.622096809,0,0
1.77763E-5,1.751067589,0.059628634,0.605925765,0,0
1.95339E-5,2.001023525,0.065140059,0.591382679,0,0
2.13409E-5,2.251528618,0.070739782,0.578033427,0,0
2.31307E-5,2.500787061,0.07622017,0.565878012,0,0
2.48675E-5,2.752472743,0.081477244,0.55448231,0,0
2.65685E-5,3.001885436,0.086567773,0.543954851,0,0
2.81373E-5,3.25085992,0.091213163,0.534078576,0,0
2.95683E-5,3.502143259,0.095409712,0.524636423,0,0
3.12362E-5,3.751319571,0.100251945,0.515736922,0,0
3.28605E-5,4.002004308,0.104918177,0.507271543,0,0
3.4053E-5,4.252514191,0.108313164,0.499131756,0,0
3.5572E-5,4.503483662,0.112600702,0.49131756,0.025,0
3.7201E-5,4.751306753,0.117153022,0.483937486,0.025,0
3.84623E-5,5.00084613,0.120645902,0.476774474,0.025,0
4.03083E-5,5.252770585,0.125708389,0.469828522,0.025,0
4.16325E-5,5.502522177,0.129304111,0.463208161,0.025,0
4.3363E-5,5.753060434,0.133958763,0.456804862,0.025,0
4.46623E-5,6.003603022,0.137421202,0.450618624,0.025,0
4.57683E-5,6.252465099,0.140346585,0.444649446,0.025,0
4.7546E-5,6.500027398,0.145007247,0.43889733,0.025,0
4.92038E-5,6.751464721,0.149308534,0.433253744,0.025,0
5.0314E-5,7.000321116,0.152164715,0.427827219,0.025,0
5.19993E-5,7.250886013,0.156464117,0.422509225,0.025,0
5.34503E-5,7.504258314,0.160130853,0.417299761,0.025,0
5.49825E-5,7.753979471,0.163968488,0.412307358,0.025,0
5.64272E-5,8.004780504,0.167555147,0.407423486,0.025,0
5.78123E-5,8.25045801,0.170964904,0.402756675,0.025,0
5.90556E-5,8.501567241,0.1740019,0.398089863,0.05,0
6.02325E-5,8.752278769,0.17685622,0.393531582,0.05,0
6.1905E-5,9.003100552,0.180878792,0.389081832,0.05,0
6.34232E-5,9.254252011,0.184496201,0.384740612,0.075,0
6.51883E-5,9.504724527,0.188662171,0.380507923,0.075,0
6.66388E-5,9.754995999,0.192053963,0.376383764,0.075,0
6.792E-5,10.003748139,0.195026188,0.372368135,0.075,0
6.92036E-5,10.25100189,0.197982193,0.368461038,0.075,0
7.07229E-5,10.502508868,0.201453248,0.36455394,0.075,0
7.17201E-5,10.752111473,0.20371494,0.360755372,0.075,0
7.35049E-5,11.006651515,0.20773142,0.356956805,0.075,0
7.47476E-5,11.251413166,0.210504185,0.353375298,0.1,0
7.58619E-5,11.507294733,0.212973902,0.349685262,0.125,0
7.72816E-5,11.752309663,0.216098267,0.346212286,0.125,0
7.8708E-5,12.001623334,0.21921258,0.34273931,0.125,0
7.99065E-5,12.255052968,0.221810177,0.339266334,0.125,0
8.1066E-5,12.504530054,0.224306682,0.335901888,0.125,0
8.27156E-5,12.750065149,0.227831147,0.332645974,0.125,0
8.40789E-5,13.008297813,0.23071982,0.329281528,0.15,0
8.56897E-5,13.25483496,0.234105414,0.326134144,0.15,0
8.70849E-5,13.505430812,0.237013606,0.322986759,0.15,0
8.83567E-5,13.750804819,0.239645454,0.319947905,0.15,0
8.96131E-5,14.008687505,0.242227765,0.316800521,0.15,0
9.04316E-5,14.251778159,0.243900625,0.313870198,0.15,0
9.19161E-5,14.507451518,0.246915685,0.310831344,0.15,0
9.29768E-5,14.75744719,0.249055471,0.30790102,0.15,0
9.38256E-5,15.000201604,0.250758891,0.305079227,0.15,0
9.56646E-5,15.256225467,0.254423394,0.302148904,0.15,0
9.72266E-5,15.506838769,0.257507877,0.299327111,0.15,0
9.84019E-5,15.751409411,0.259811944,0.296613848,0.175,0
9.95656E-5,16.008857707,0.262079338,0.293792056,0.175,0
1.01156E-4,16.25990777,0.265154747,0.291078793,0.175,0
1.02584E-4,16.504598092,0.267896379,0.288474061,0.175,0
1.04027E-4,16.752569357,0.270645214,0.285869329,0.175,0
1.0514E-4,17.003853728,0.272750191,0.283264597,0.175,0
1.0697E-4,17.258221269,0.276186353,0.280659865,0.175,0
1.0855E-4,17.506161163,0.279126913,0.278163664,0.175,0
1.10263E-4,17.757627481,0.282288119,0.275667463,0.175,0
1.11304E-4,18.001457007,0.284196177,0.273279792,0.175,0
1.13138E-4,18.260012427,0.287532922,0.27078359,0.175,0
1.14263E-4,18.510451998,0.289563062,0.268395919,0.175,0
1.15491E-4,18.751729056,0.291768161,0.266116779,0.2,0
1.16622E-4,19.007157437,0.293785297,0.263729108,0.2,0
1.17865E-4,19.253387262,0.295990811,0.261449967,0.2,0
1.19355E-4,19.502593049,0.298614532,0.259170827,0.2,0
1.21465E-4,19.755993639,0.302298226,0.256891687,0.2,0
1.22577E-4,20.000268283,0.304223254,0.254721077,0.2,0
1.23805E-4,20.258802341,0.306338217,0.252441936,0.2,0
1.25078E-4,20.507908173,0.308515335,0.250271326,0.2,0
1.26581E-4,20.75922637,0.311070064,0.248100716,0.2,0
1.27603E-4,21.000595806,0.312795907,0.246038637,0.225,0
1.28792E-4,21.256938844,0.314791809,0.243868027,0.225,0
1.30504E-4,21.503386331,0.317647795,0.241805947,0.225,0
1.32395E-4,21.753284343,0.320773398,0.239743868,0.225,0
1.33849E-4,22.006173817,0.323159059,0.237681789,0.225,0
1.35103E-4,22.26171021,0.32520154,0.235619709,0.225,0
1.36694E-4,22.506665052,0.327775696,0.23366616,0.225,0
1.38221E-4,22.754187802,0.330229108,0.231712611,0.225,0
1.39443E-4,23.004014693,0.332178455,0.229759062,0.225,0
