Predictor variable,Categorical,Sample average
fla,false,0.1227104180752576
green,false,0.5028350588865581
rivers,false,-0.2179293961904479
roads,false,-0.33993735099211325
sand,false,0.5051480505615473
soc,false,-0.2768182110565249
