Predictor variable,Categorical,Sample average
fla,false,0.04760229894891374
green,false,0.7063339894637468
rivers,false,-0.23416156788589443
roads,false,-0.35956420684233303
sand,false,0.5215060245245695
soc,false,-0.3030025523679797
