X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
473626.628536341,4434682.99564418,train,5.070112430713277E-4,79.81051412646646,0.6833935662214655
473718.178754241,4434680.63262233,train,0.0011072318773420844,99.03432121608303,0.8249854523732792
473805.036298005,4434472.10105186,train,0.001240850078957514,99.81522152205436,0.8408318151949693
473815.130164937,4434738.96550454,train,8.425850917204447E-4,95.26613395966254,0.7819988503029346
473942.053512125,4434716.18349083,train,0.0010523339774023538,98.58963809555983,0.8175213873987798
473935.747830172,4434673.42308508,train,0.0011845955266686534,99.59543159511946,0.8345239464052976
474213.396845688,4433458.55019516,train,1.6506109351660856E-4,29.471360284775596,0.4127021262456225
474363.340837344,4433520.03801908,train,5.229899630869543E-4,81.18820431091174,0.690068711235547
474422.08479708,4433539.15095115,train,7.058035051622231E-4,92.49900707804647,0.7503004169874675
474595.68047004,4434948.17526879,train,6.77235523281973E-4,90.59573996001039,0.7424797772919381
474618.988178548,4434924.01368223,train,3.4565679014774553E-4,61.25255371562388,0.5953976152085325
474631.986100117,4434834.32486089,train,4.02019559741875E-4,68.8151752219649,0.6312025008661889
474628.990813098,4433971.15024905,train,3.077647475932197E-4,55.60401295163855,0.5671454316037968
474662.217253871,4432829.65291504,train,3.474120568293989E-4,61.42320995164573,0.5966172293514911
475796.25242747,4435593.23159799,train,4.301627428721206E-5,5.235494157139635,0.15478640888235953
475751.494564062,4435485.3597763,train,4.16964612804654E-5,4.965614759852624,0.15075324068368193
476801.27912229,4434743.52916058,train,2.852873192574918E-4,51.79633197017257,0.5484413515979152
477144.152422832,4434539.7274055,train,7.552239102920472E-4,93.92377876640288,0.7627638734997929
477389.601427484,4433486.20027707,train,4.5352402065739747E-4,74.55179861757955,0.6587944546520418
477428.754498064,4435038.04589905,train,5.412463522271324E-5,7.306513439604295,0.18727232099769242
477499.819534493,4433530.09478197,train,6.919301960265121E-4,91.29001512334685,0.7465627387890083
478142.806326324,4430937.28289116,train,8.936182993621399E-5,14.496851444523786,0.27559303189683665
478371.81527373,4438053.24765695,train,8.10554956828644E-5,12.667392125778607,0.25654814346517574
478379.521373063,4431448.42505382,train,1.5046787698686252E-4,26.78377237673417,0.3904616517431885
478471.089229703,4431465.7060797,train,3.0896730524873866E-4,55.89549034997125,0.5681025421915505
478473.588624133,4431208.95352267,train,8.175171499474281E-5,12.823410794429261,0.2581828107400215
478492.427775517,4431197.31575478,train,2.220270128512647E-4,40.9806797085292,0.4859230539712292
478574.892622357,4435789.9262396,train,3.488297727394843E-4,61.57089917683197,0.5975969480200338
478624.753504868,4431595.33966863,train,5.764564195031381E-4,85.15321011743421,0.7104926709910554
478660.734396587,4431008.40137245,train,4.4625444785536015E-4,73.75527134242029,0.6551529146028006
478611.727895665,4430656.88434673,train,7.890196193320868E-4,94.37143639074793,0.7705942081848665
479014.218547662,4431305.52482985,train,1.9236996302665046E-4,34.687053393018125,0.4502399335833915
479360.229199745,4432923.22165531,train,8.840454463707643E-5,14.283118287965832,0.27344804697748626
481006.880582198,4432476.03282277,train,2.0087811923195632E-4,36.48322910060187,0.46097370049501163
481376.517915445,4433998.86819858,train,1.7916253684857337E-4,32.361306336760244,0.43270375952268875
481482.53785365,4434047.07547029,train,2.779395428902504E-4,50.85184724441098,0.5419714722397113
481584.016022811,4433922.88752311,train,3.6454037577700625E-4,64.63171767394527,0.6081436002394981
481570.308879399,4433897.9475614,train,2.2772033737699263E-4,42.000743747851494,0.4922497615806496
483001.938939244,4433989.27141803,train,1.772324719470846E-5,1.4515815416911966,0.07015932391035486
483105.818653542,4434799.14261903,train,3.1527777219244127E-4,56.93137996104453,0.5730564301596868
