species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,clay,soc,sand,silt,BIO4,BIO7,green
Phytophthora_PA1_RUN5,473626.628536341,4434682.99564418,0.101426064968109,-0.400220274925232,0.506876349449158,0.11828488856554,-0.24693176150322,0.575393795967102,-0.00174393597990274,-0.163505926728249,-0.229839786887169,0.678118050098419,-0.139168903231621,-2.33440375328064,-1.37285315990448,0.666411936283112
Phytophthora_PA1_RUN5,473718.178754241,4434680.63262233,-0.184300169348717,-0.0310101006180048,0.403289496898651,0.701307833194733,-0.342598706483841,0.0424935631453991,0.398251742124557,-0.232546374201775,-0.490736752748489,0.699451982975006,-0.118636421859264,-2.27422142028809,-1.36359596252441,0.722905099391937
Phytophthora_PA1_RUN5,473805.036298005,4434472.10105186,-0.557649075984955,-0.626974403858185,0.381702393293381,0.670914471149445,-0.243419006466866,0.118827693164349,0.321093946695328,-0.200541883707047,-0.671883881092072,0.695637822151184,-0.132444128394127,-2.2183952331543,-1.27143549919128,0.85010552406311
Phytophthora_PA1_RUN5,473815.130164937,4434738.96550454,-1.05357372760773,0.309428840875626,0.373477309942245,0.314962357282639,-0.269768089056015,-0.137733906507492,0.16832971572876,-0.10035315901041,-0.528341114521027,0.595674991607666,-0.098872683942318,-2.21522831916809,-1.39268279075623,0.227049961686134
Phytophthora_PA1_RUN5,473935.747830172,4434673.42308508,-0.241077587008476,-0.00303520006127656,0.507088959217072,0.321217834949493,-0.25037294626236,-0.19313108921051,0.0993204861879349,-0.189963728189468,-0.762659728527069,0.647004306316376,-0.0978671982884407,-2.15106844902039,-1.37013792991638,1.00102174282074
Phytophthora_PA1_RUN5,474213.396845688,4433458.55019516,-0.307707935571671,0.969868361949921,-1.25714671611786,-0.546496450901031,-0.592895805835724,0.850448310375214,-0.395257294178009,-0.022615397349,-0.252088844776154,0.783550024032593,-0.355891525745392,-1.46115660667419,-0.746231734752655,-0.517610907554626
Phytophthora_PA1_RUN5,474363.340837344,4433520.03801908,-0.844909608364105,0.770839273929596,-1.42973935604095,-0.182966157793999,1.61447620391846,0.124856047332287,-0.954912126064301,0.0702133178710938,-0.302699685096741,0.758805871009827,-0.395567864179611,-1.50018632411957,-0.598545074462891,-0.61658376455307
Phytophthora_PA1_RUN5,474499.178838266,4432955.58603606,0.617213189601898,-0.00204024976119399,-1.97700309753418,-0.495397806167603,3.09739184379578,1.20804381370544,-1.80860388278961,-0.403344094753265,0.190593600273132,0.584138989448547,0.140394613146782,-1.55841219425201,-0.288615673780441,0.204039379954338
Phytophthora_PA1_RUN5,474618.988178548,4434924.01368223,-0.453627675771713,0.18818736076355,0.299090057611465,0.598489761352539,-0.361894369125366,0.017215870320797,0.816277086734772,0.0800964310765266,-0.318702280521393,0.351070314645767,0.0470414310693741,-1.77948021888733,-1.42865085601807,-0.494691461324692
Phytophthora_PA1_RUN5,474631.986100117,4434834.32486089,-0.515420436859131,-0.170991763472557,0.417847096920013,0.445534974336624,-0.336091250181198,-0.0345688201487064,0.569683730602264,0.103217102587223,-0.511259615421295,0.396047651767731,-0.0193180553615093,-1.8049019575119,-1.37848722934723,-0.630179762840271
Phytophthora_PA1_RUN5,474628.990813098,4433971.15024905,-0.628918051719666,0.231022894382477,0.734170794487,0.0994093865156174,-0.740454196929932,0.173443347215652,0.553259432315826,0.153630271553993,0.0249824933707714,0.639574706554413,-0.323697149753571,-1.3075989484787,-0.82165116071701,-0.685686588287354
