Predictor variable,Categorical,Sample average
BIO4,false,-0.7061045520007609
BIO7,false,-0.12190095437690598
aspect,false,0.01428735610097685
clay,false,-0.093534555635415
fla,false,0.03954604393802576
green,false,0.6059289647266273
rivers,false,-0.1832774601120037
roads,false,-0.42351871663704505
sand,false,0.5189127542078495
silt,false,-0.012438422767445464
slope,false,0.08891264143749147
soc,false,-0.3121505446732044
tpi,false,-0.0838972901226953
twi,false,-0.029528615297749566
