X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
473626.628536341,4434682.99564418,train,0.00322678309087669,92.01807070626113,0.902364940679754
473718.178754241,4434680.63262233,train,0.006657946278935425,97.67652514215348,0.9501739797641224
473805.036298005,4434472.10105186,train,0.0066325717872916575,97.01087501509868,0.9499928908158655
473815.130164937,4434738.96550454,train,0.006927776985460422,99.05498412467561,0.9520215478426941
473908.586232772,4434555.89241544,train,0.0034946973645223565,92.7029918851671,0.9091700829722879
473942.053512125,4434716.18349083,train,0.006498270467196082,95.6935640456564,0.9490120783260809
473935.747830172,4434673.42308508,train,0.006540142031284479,96.34758552704686,0.9493219720970847
473942.599419476,4434508.38639434,train,0.0024900391083140503,89.92147746878213,0.8770293887195326
474213.396845688,4433458.55019516,train,3.718697845151696E-4,53.77002255794431,0.5157660626291002
474363.340837344,4433520.03801908,train,6.951029300965863E-4,72.78658608990648,0.66565571749348
474422.08479708,4433539.15095115,train,8.610784329510092E-4,78.28444942580806,0.7115095811002414
474595.68047004,4434948.17526879,train,0.001014605879895057,82.40053036651322,0.7439873039850508
474618.988178548,4434924.01368223,train,7.001068999312833E-4,73.01772841730467,0.6672502485053284
474662.217253871,4432829.65291504,train,8.53464397124512E-4,77.98779804528833,0.7096830572876506
475796.25242747,4435593.23159799,train,9.475446321159669E-5,15.242142656393233,0.21346410986488124
475751.494564062,4435485.3597763,train,5.7578040122136126E-5,8.754024837082762,0.14156921066129655
476801.27912229,4434743.52916058,train,2.6691254070877046E-4,41.40058143658274,0.4332661606607866
476826.326212029,4434749.15843075,train,5.586853517894142E-4,67.05331928177239,0.6154140164273052
477144.152422832,4434539.7274055,train,0.0011417354412779773,84.19449240318507,0.7658180288141808
477389.601427484,4433486.20027707,train,5.370160472661103E-4,66.28866368555087,0.6060096252905458
477428.754498064,4435038.04589905,train,3.341968633144747E-5,4.6086598509854495,0.08735924549578573
477425.787824712,4433691.04498453,train,9.141176669625429E-4,79.82580488042096,0.7236222103270296
477868.851264658,4435269.53992436,train,3.296595263626302E-4,48.983143742261824,0.4856543873790802
478371.81527373,4438053.24765695,train,9.884992931247446E-5,16.11348874079425,0.22065460013407204
478379.521373063,4431448.42505382,train,5.848929983310169E-4,68.25482952992856,0.6262050139564735
478471.089229703,4431465.7060797,train,0.0010012069394650042,82.00678639045312,0.7414469852453505
478473.588624133,4431208.95352267,train,1.020057435640779E-4,16.834508720322248,0.22610626794812752
478578.955216179,4435857.94086172,train,1.5351032969800882E-4,25.61308782076139,0.30540488315319914
478570.079415496,4431033.98153766,train,8.940844047305275E-4,79.27215128385832,0.7191686530238687
478624.753504868,4431595.33966863,train,9.290229625175877E-4,80.5339031057381,0.7268452022030609
478660.734396587,4431008.40137245,train,6.49518125962386E-4,70.96509863331772,0.6503941430195437
478611.727895665,4430656.88434673,train,8.61609891772357E-4,78.31056146047801,0.7116362145327334
479014.218547662,4431305.52482985,train,1.685672075412548E-4,27.89628982165776,0.3256065246255554
479360.229199745,4432923.22165531,train,1.398076750137378E-4,23.48073719719801,0.2859388024472239
481006.880582198,4432476.03282277,train,1.633447117851984E-4,27.01251003756663,0.3187340237771918
481018.45630754,4431729.599701,train,2.6364991604821517E-4,40.92409334617002,0.4302487236521124
481482.53785365,4434047.07547029,train,9.585870973026737E-5,15.503727046047006,0.21541588930295336
481584.016022811,4433922.88752311,train,2.035117041415983E-4,33.45433192706494,0.36824921391650317
483001.938939244,4433989.27141803,train,1.4185779394801433E-5,1.454320937440792,0.03904478159306214
483105.818653542,4434799.14261903,train,8.256873837142067E-5,12.982503376402532,0.19126251720053442
