species,X,Y,roads,rivers,aspect,fla,slope,tpi,twi,clay,soc,sand,silt,BIO4,BIO7,green
Phytophthora_PA1_RUN9,473718.178754241,4434680.63262233,-0.184300169348717,-0.0310101006180048,0.403289496898651,0.701307833194733,-0.342598706483841,0.0424935631453991,0.398251742124557,-0.232546374201775,-0.490736752748489,0.699451982975006,-0.118636421859264,-2.27422142028809,-1.36359596252441,0.722905099391937
Phytophthora_PA1_RUN9,473805.036298005,4434472.10105186,-0.557649075984955,-0.626974403858185,0.381702393293381,0.670914471149445,-0.243419006466866,0.118827693164349,0.321093946695328,-0.200541883707047,-0.671883881092072,0.695637822151184,-0.132444128394127,-2.2183952331543,-1.27143549919128,0.85010552406311
Phytophthora_PA1_RUN9,473815.130164937,4434738.96550454,-1.05357372760773,0.309428840875626,0.373477309942245,0.314962357282639,-0.269768089056015,-0.137733906507492,0.16832971572876,-0.10035315901041,-0.528341114521027,0.595674991607666,-0.098872683942318,-2.21522831916809,-1.39268279075623,0.227049961686134
Phytophthora_PA1_RUN9,473908.586232772,4434555.89241544,0.259040653705597,-0.42970672249794,0.376244217157364,0.742583572864532,-0.364641100168228,0.0453253015875816,0.450206428766251,-0.310880422592163,-0.800564885139465,0.730017006397247,-0.0987543165683746,-2.2162983417511,-1.32927823066711,1.53636765480042
Phytophthora_PA1_RUN9,473935.747830172,4434673.42308508,-0.241077587008476,-0.00303520006127656,0.507088959217072,0.321217834949493,-0.25037294626236,-0.19313108921051,0.0993204861879349,-0.189963728189468,-0.762659728527069,0.647004306316376,-0.0978671982884407,-2.15106844902039,-1.37013792991638,1.00102174282074
Phytophthora_PA1_RUN9,473942.599419476,4434508.38639434,0.386003404855728,-0.345530837774277,0.534985363483429,0.043965321034193,-0.251790285110474,-0.06305892765522,-0.0783338397741318,-0.204205214977264,-0.772762417793274,0.656473636627197,-0.0950209721922874,-2.10643982887268,-1.34501791000366,1.26554155349731
Phytophthora_PA1_RUN9,474363.340837344,4433520.03801908,-0.844909608364105,0.770839273929596,-1.42973935604095,-0.182966157793999,1.61447620391846,0.124856047332287,-0.954912126064301,0.0702133178710938,-0.302699685096741,0.758805871009827,-0.395567864179611,-1.50018632411957,-0.598545074462891,-0.61658376455307
Phytophthora_PA1_RUN9,474422.08479708,4433539.15095115,-0.0437206625938416,0.523030400276184,-1.11420750617981,0.697990238666534,1.42756366729736,-1.87787580490112,-0.377790451049805,-0.0323305614292622,-0.21865351498127,0.747522473335266,-0.308930307626724,-1.56335175037384,-0.373046219348907,0.481890290975571
Phytophthora_PA1_RUN9,474499.178838266,4432955.58603606,0.617213189601898,-0.00204024976119399,-1.97700309753418,-0.495397806167603,3.09739184379578,1.20804381370544,-1.80860388278961,-0.403344094753265,0.190593600273132,0.584138989448547,0.140394613146782,-1.55841219425201,-0.288615673780441,0.204039379954338
Phytophthora_PA1_RUN9,474595.68047004,4434948.17526879,-0.961752653121948,0.165071368217468,-0.132397279143333,2.82966470718384,-0.319703966379166,-0.195905357599258,2.11434268951416,0.1228271946311,-0.340865045785904,0.368662774562836,-0.00111257587559521,-1.82357919216156,-1.40704369544983,0.0435321740806103
Phytophthora_PA1_RUN9,474631.986100117,4434834.32486089,-0.515420436859131,-0.170991763472557,0.417847096920013,0.445534974336624,-0.336091250181198,-0.0345688201487064,0.569683730602264,0.103217102587223,-0.511259615421295,0.396047651767731,-0.0193180553615093,-1.8049019575119,-1.37848722934723,-0.630179762840271
Phytophthora_PA1_RUN9,474628.990813098,4433971.15024905,-0.628918051719666,0.231022894382477,0.734170794487,0.0994093865156174,-0.740454196929932,0.173443347215652,0.553259432315826,0.153630271553993,0.0249824933707714,0.639574706554413,-0.323697149753571,-1.3075989484787,-0.82165116071701,-0.685686588287354
Phytophthora_PA1_RUN9,474662.217253871,4432829.65291504,-0.730780839920044,-0.727052986621857,-1.29201602935791,-0.487922996282578,1.5152291059494,0.499816328287125,-1.43945622444153,-0.52517569065094,-0.261725783348083,0.504789113998413,0.316429913043976,-1.67631220817566,0.358335971832275,0.848410725593567
Phytophthora_PA1_RUN9,475796.25242747,4435593.23159799,-0.440429627895355,-0.0813156068325043,0.164773106575012,-0.530690610408783,-0.701078236103058,0.263127535581589,-0.232323825359344,-0.00893559399992228,0.18449755012989,0.117916896939278,0.372103095054626,-0.288403570652008,-1.54417490959167,-0.343743592500687
Phytophthora_PA1_RUN9,476801.27912229,4434743.52916058,-0.638031184673309,-0.386884361505508,-0.268695473670959,-0.291611135005951,-0.244624465703964,0.377134263515472,-0.230194330215454,-0.139520600438118,-0.131628751754761,0.588390707969666,-0.0551188886165619,-0.41723108291626,-0.488065421581268,-0.437306880950928
Phytophthora_PA1_RUN9,476826.326212029,4434749.15843075,-1.0395427942276,-0.40230005979538,-0.503748178482056,-0.112440541386604,-0.17553885281086,-0.0106180524453521,0.106740437448025,-0.232069954276085,-0.329271554946899,0.61093270778656,-0.0132637983188033,-0.27697890996933,-0.46935161948204,-0.469527125358582
Phytophthora_PA1_RUN9,477428.754498064,4435038.04589905,1.36509823799133,0.620934724807739,-0.00390312168747187,0.352997690439224,-0.546795070171356,0.12109487503767,0.547986328601837,-0.139277100563049,0.341690748929977,0.517082452774048,0.0238341595977545,0.488139122724533,-0.225741401314735,0.458828002214432
Phytophthora_PA1_RUN9,477499.819534493,4433530.09478197,-0.805538415908813,0.00792391691356897,1.38506388664246,-0.198669791221619,-0.056670144200325,-0.0191243067383766,-0.246209636330605,-0.340539038181305,0.0674061551690102,0.762877106666565,-0.101540751755238,-0.523965835571289,-0.244612157344818,1.33954334259033
Phytophthora_PA1_RUN9,477868.851264658,4435269.53992436,-1.01497209072113,-0.0299193896353245,-0.821850419044495,-0.344391971826553,-0.722880125045776,0.164283528923988,0.00472431164234877,-0.17107230424881,0.432799071073532,0.620416939258575,-0.0598009787499905,0.598321855068207,-0.188165321946144,1.03748345375061
Phytophthora_PA1_RUN9,478142.806326324,4430937.28289116,1.90127718448639,-1.00867211818695,-0.740475356578827,-0.430905967950821,0.812606692314148,-0.361985951662064,-1.17832636833191,-0.360665678977966,-0.873491883277893,0.705701589584351,-0.0236590839922428,-0.692579746246338,1.37215173244476,0.755435645580292
Phytophthora_PA1_RUN9,478371.81527373,4438053.24765695,-0.939943671226501,-0.894959628582001,0.404342353343964,-0.224064245820045,0.217891201376915,-0.144786536693573,-0.182940021157265,-0.0333914533257484,0.244257807731628,0.396585911512375,0.0805811434984207,0.461063623428345,-0.56530487537384,-0.672883033752441
Phytophthora_PA1_RUN9,478379.521373063,4431448.42505382,0.055783037096262,-1.06319785118103,-1.17565369606018,-0.539164662361145,0.104792609810829,-0.689075946807861,0.309085756540298,-0.347421795129776,-0.663380086421967,0.53249317407608,0.157594606280327,-0.625544905662537,1.26414120197296,1.64872646331787
Phytophthora_PA1_RUN9,478471.089229703,4431465.7060797,-0.262689739465714,-0.944900274276733,-1.44074666500092,-0.440061837434769,0.280536323785782,-0.224117413163185,1.23451948165894,-0.415525823831558,-0.643512725830078,0.47754180431366,0.267368674278259,-0.659019112586975,1.43450844287872,1.05133998394012
Phytophthora_PA1_RUN9,478473.588624133,4431208.95352267,0.363569468259811,-0.727264642715454,-1.58763062953949,-0.592427253723145,1.76686608791351,1.35826075077057,-1.83651375770569,-0.420624792575836,-0.706545948982239,0.519645571708679,0.224380567669868,-0.644384264945984,1.38451874256134,1.8184278011322
Phytophthora_PA1_RUN9,478492.427775517,4431197.31575478,0.154096245765686,-0.773208379745483,-1.08808994293213,-0.338267147541046,1.55056083202362,-1.38576245307922,-1.19087183475494,-0.402749925851822,-0.769803941249847,0.52183610200882,0.209030479192734,-0.659786522388458,1.47971677780151,2.94114708900452
Phytophthora_PA1_RUN9,478432.340064381,4431094.69929243,0.0890545025467873,-0.967379212379456,-1.48409259319305,-0.187196761369705,1.34543597698212,-2.18103051185608,-0.486338973045349,-0.378212213516235,-0.799591958522797,0.601659297943115,0.105922020971775,-0.665450215339661,1.54212439060211,2.01926159858704
Phytophthora_PA1_RUN9,478578.955216179,4435857.94086172,-0.751428067684174,-0.136316031217575,-0.388251662254333,0.135453999042511,-0.573868989944458,0.0289882477372885,0.465187847614288,0.127262353897095,0.192435190081596,0.0757553279399872,0.320381700992584,0.770470142364502,-0.00716209225356579,1.31927537918091
Phytophthora_PA1_RUN9,478574.892622357,4435789.9262396,-0.465974122285843,-0.406839996576309,-0.349049657583237,0.381862312555313,-0.670221984386444,0.174705982208252,0.75342845916748,0.1407151222229,-0.129791855812073,0.234579458832741,0.134593561291695,0.745415866374969,-0.00954215042293072,1.61831212043762
Phytophthora_PA1_RUN9,478570.079415496,4431033.98153766,-0.712286293506622,-0.985473692417145,0.454075932502747,-0.341591060161591,0.0356363095343113,-1.37717127799988,0.217290148139,-0.424480974674225,-0.907121181488037,0.54421854019165,0.201156213879585,-0.664174795150757,1.64184927940369,2.20143795013428
Phytophthora_PA1_RUN9,478624.753504868,4431595.33966863,-0.960502564907074,-0.951923727989197,0.990677356719971,1.82632076740265,0.519859313964844,-0.606459259986877,0.304168313741684,-0.440918505191803,-0.486981779336929,0.340018063783646,0.438175827264786,-0.59825325012207,1.32142806053162,0.582636177539825
