Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.00905E-11,0.000000002,0.00000007,0.999782915,0,0
4.36651E-11,0.000000007,0.000000153,0.999674373,0,0
5.51549E-11,0.000000012,0.000000193,0.999565831,0,0
1.37341E-10,0.000000038,0.000000481,0.999348746,0,0
3.43004E-10,0.000000124,0.0000012,0.99902312,0,0
4.56929E-10,0.000000251,0.000001599,0.998697493,0,0
3.321E-9,0.000001197,0.000011622,0.998154781,0,0
5.08509E-9,0.000002567,0.000017796,0.997829154,0,0
1.54883E-8,0.000010713,0.0000542,0.996852274,0,0
2.47351E-8,0.000026441,0.000086556,0.995983936,0,0
3.31137E-8,0.000053248,0.000115872,0.995007055,0,0
4.23589E-8,0.000103393,0.000148218,0.993596006,0,0
6.32811E-8,0.00025413,0.00022141,0.990556822,0,0
9.73808E-8,0.000503788,0.000340679,0.987192011,0,0
1.3526E-7,0.001008507,0.000473134,0.982416151,0,0
2.28796E-7,0.002502375,0.000800057,0.973407142,0,0
3.40858E-7,0.005031276,0.00119145,0.963638337,0,0
5.15021E-7,0.010046747,0.001799133,0.950830348,0,0
9.82538E-7,0.025087335,0.00342672,0.928904808,0,0
1.59409E-6,0.050056017,0.005547763,0.907847607,0,0
2.5766E-6,0.10021489,0.008936532,0.881146206,0,0
4.01729E-6,0.200250228,0.013864043,0.847606643,0,0
5.09513E-6,0.300382869,0.017518606,0.823835884,0,0
6.16508E-6,0.400065606,0.021119741,0.804623901,0,0
7.04785E-6,0.500447139,0.024071055,0.788125475,0,0
7.9309E-6,0.600256008,0.02700553,0.773689352,0,0
8.73203E-6,0.700374841,0.029652573,0.760664279,0,0
9.19492E-6,0.75049742,0.031175483,0.754585911,0,0
9.70506E-6,0.800443419,0.032848311,0.748833171,0,0
1.04157E-5,0.900149245,0.035168826,0.738087485,0,0
1.12054E-5,1.000803526,0.037734771,0.727993053,0,0
1.17635E-5,1.10071405,0.03953987,0.718549875,0.025,0
1.24527E-5,1.20036186,0.041759739,0.709649408,0.025,0
1.30557E-5,1.301190623,0.043693509,0.701074569,0.025,0
1.37115E-5,1.400080001,0.045787862,0.69304244,0.025,0
1.42546E-5,1.500783981,0.047515366,0.685227396,0.025,0
1.57471E-5,1.75112333,0.052230462,0.667100836,0.025,0
1.73801E-5,2.001556181,0.057336142,0.650710952,0.025,0
1.89181E-5,2.25148733,0.062095118,0.635732118,0.025,0
2.05742E-5,2.500458739,0.067165755,0.622055791,0.025,0
2.21104E-5,2.751641031,0.071820673,0.609356344,0.025,0
2.34995E-5,3.000068904,0.075989905,0.597525236,0.025,0
