Predictor variable,Categorical,Sample average
BIO4,false,-0.5610414616763593
BIO7,false,0.053885664511472295
aspect,false,-0.05501054322812673
clay,false,-0.07361089691985391
fla,false,0.04377660893642315
green,false,0.6528078149072827
rivers,false,-0.24909171156468823
roads,false,-0.33949064360931536
sand,false,0.4828801162540913
silt,false,0.013515350589295844
slope,false,0.12739448267384446
soc,false,-0.30844126972951924
tpi,false,-0.07023853717837467
twi,false,0.07591988246422268
